,Structure,HADDOCK_Score,Evdw,Eelec,Edesolv,Total_Energy,Run_Name,Run_ID
0,complex_26w.pdb,-47.0282,10.0921,-334.116,3.1412,-320.88269999999994,Original Boltz2,672620-original_boltz2
1,complex_25w.pdb,-48.0766,-16.9033,-132.886,5.89664,-143.89266,Original Boltz2,672620-original_boltz2
2,complex_3w.pdb,-56.722,-14.4976,-152.641,4.46872,-162.66988,Original Boltz2,672620-original_boltz2
3,complex_14w.pdb,-76.3209,-15.0336,-437.808,4.56682,-448.27477999999996,Original Boltz2,672620-original_boltz2
4,complex_6w.pdb,-65.3536,-8.42641,-441.109,3.49599,-446.03941999999995,Original Boltz2,672620-original_boltz2
5,complex_1w.pdb,-48.5817,-7.86018,-338.893,3.88549,-342.86769,Original Boltz2,672620-original_boltz2
6,complex_11w.pdb,-71.9738,-19.3808,-411.439,4.24004,-426.57976,Original Boltz2,672620-original_boltz2
7,complex_7w.pdb,-65.261,-14.4947,-404.897,3.93131,-415.46039,Original Boltz2,672620-original_boltz2
8,complex_4w.pdb,-57.6949,1.57585,-452.525,2.41611,-448.53303999999997,Original Boltz2,672620-original_boltz2
9,complex_28w.pdb,-47.0114,-16.0218,-138.671,5.42226,-149.27053999999998,Original Boltz2,672620-original_boltz2
10,complex_24w.pdb,-52.1272,-14.09,-342.004,6.23652,-349.85748,Original Boltz2,672620-original_boltz2
11,complex_39w.pdb,-58.0296,-9.71463,-295.174,4.35495,-300.53368,Original Boltz2,672620-original_boltz2
12,complex_55w.pdb,-58.8119,-13.088,-151.176,7.09157,-157.17243,Original Boltz2,672620-original_boltz2
13,complex_10w.pdb,-40.813,-15.9197,-129.153,3.32052,-141.75218,Original Boltz2,672620-original_boltz2
14,complex_21w.pdb,-57.9046,-15.8112,-377.51,5.41041,-387.91078999999996,Original Boltz2,672620-original_boltz2
15,complex_33w.pdb,-54.6269,-10.4665,-266.662,5.31259,-271.81591,Original Boltz2,672620-original_boltz2
16,complex_22w.pdb,-48.5557,-6.14254,-390.937,4.0733,-393.00624,Original Boltz2,672620-original_boltz2
17,complex_19w.pdb,-62.0426,-12.8466,-366.494,4.62372,-374.71688000000006,Original Boltz2,672620-original_boltz2
18,complex_76w.pdb,-48.4902,-11.8847,-163.364,5.0865,-170.1622,Original Boltz2,672620-original_boltz2
19,complex_86w.pdb,-25.6374,-11.8117,-63.3685,1.41846,-73.76174,Original Boltz2,672620-original_boltz2
20,complex_142w.pdb,-56.5814,-12.887,-413.659,6.53649,-420.00951,Original Boltz2,672620-original_boltz2
21,complex_16w.pdb,-51.3212,1.74007,-437.887,4.39494,-431.75199,Original Boltz2,672620-original_boltz2
22,complex_74w.pdb,-43.4981,-19.9648,-185.571,5.42773,-200.10807,Original Boltz2,672620-original_boltz2
23,complex_43w.pdb,-47.0108,-14.3879,-217.311,4.97706,-226.72184000000001,Original Boltz2,672620-original_boltz2
24,complex_134w.pdb,-45.1268,-17.5401,-152.074,4.92444,-164.68966,Original Boltz2,672620-original_boltz2
25,complex_129w.pdb,-51.1988,-13.6575,-247.192,7.52207,-253.32743000000002,Original Boltz2,672620-original_boltz2
26,complex_38w.pdb,-41.9966,-9.00558,-263.599,2.86491,-269.73967,Original Boltz2,672620-original_boltz2
27,complex_92w.pdb,-50.7626,-12.1328,-148.84,5.35369,-155.61911,Original Boltz2,672620-original_boltz2
28,complex_89w.pdb,-67.4009,-13.9377,-274.609,6.23278,-282.31392,Original Boltz2,672620-original_boltz2
29,complex_42w.pdb,-53.6846,-12.8435,-264.188,5.82836,-271.20314,Original Boltz2,672620-original_boltz2
30,complex_52w.pdb,-46.2208,-10.3917,-132.856,6.11474,-137.13296,Original Boltz2,672620-original_boltz2
31,complex_56w.pdb,-59.5067,-13.1974,-260.708,4.52344,-269.38196000000005,Original Boltz2,672620-original_boltz2
32,complex_47w.pdb,-39.3752,-11.1364,-176.649,3.54525,-184.24015,Original Boltz2,672620-original_boltz2
33,complex_160w.pdb,-53.8218,-15.4188,-208.102,7.08794,-216.43286,Original Boltz2,672620-original_boltz2
34,complex_44w.pdb,-53.1294,-12.2421,-180.494,4.12863,-188.60747,Original Boltz2,672620-original_boltz2
35,complex_192w.pdb,-44.8898,-18.0875,-230.337,5.62557,-242.79892999999998,Original Boltz2,672620-original_boltz2
36,complex_75w.pdb,-60.7935,-13.9609,-321.608,5.16599,-330.40290999999996,Original Boltz2,672620-original_boltz2
37,complex_133w.pdb,-48.8543,-0.296369,-390.91,4.79405,-386.412319,Original Boltz2,672620-original_boltz2
38,complex_106w.pdb,-44.5395,-11.6253,-74.5842,5.67205,-80.53744999999999,Original Boltz2,672620-original_boltz2
39,complex_108w.pdb,-42.8576,-14.9961,-280.453,5.59315,-289.85595,Original Boltz2,672620-original_boltz2
40,complex_148w.pdb,-44.5754,-12.9462,-76.8037,6.00553,-83.74437,Original Boltz2,672620-original_boltz2
41,complex_60w.pdb,-55.7466,-10.3249,-370.895,6.4124,-374.8075,Original Boltz2,672620-original_boltz2
42,complex_95w.pdb,-49.2613,-14.7946,-154.53,6.15621,-163.16839000000002,Original Boltz2,672620-original_boltz2
43,complex_113w.pdb,-40.4463,-11.2016,-206.915,4.54915,-213.56745,Original Boltz2,672620-original_boltz2
44,complex_169w.pdb,-47.1291,-14.8491,-193.763,6.72291,-201.88918999999999,Original Boltz2,672620-original_boltz2
45,complex_12w.pdb,-70.1037,-12.0906,-300.536,4.03149,-308.59511,Original Boltz2,672620-original_boltz2
46,complex_140w.pdb,-50.4245,-14.9859,-220.214,5.73024,-229.46966,Original Boltz2,672620-original_boltz2
47,complex_15w.pdb,-57.2839,-11.1971,-277.065,6.12745,-282.13464999999997,Original Boltz2,672620-original_boltz2
48,complex_9w.pdb,-59.1199,-7.01437,-372.864,5.47712,-374.40124999999995,Original Boltz2,672620-original_boltz2
49,complex_27w.pdb,-57.2752,-7.26032,-329.061,4.40248,-331.91883999999993,Original Boltz2,672620-original_boltz2
50,complex_30w.pdb,-37.0461,-9.99282,-56.9396,3.13113,-63.801289999999995,Original Boltz2,672620-original_boltz2
51,complex_193w.pdb,-62.2511,-16.4675,-303.875,5.04112,-315.30138,Original Boltz2,672620-original_boltz2
52,complex_18w.pdb,-70.7096,-9.71951,-438.339,3.31297,-444.74554,Original Boltz2,672620-original_boltz2
53,complex_136w.pdb,-52.6863,-14.1629,-322.564,6.83515,-329.89175,Original Boltz2,672620-original_boltz2
54,complex_50w.pdb,-44.7959,-13.8239,-281.821,3.4961,-292.1488,Original Boltz2,672620-original_boltz2
55,complex_184w.pdb,-57.1186,-22.4566,-159.984,5.01665,-177.42395000000002,Original Boltz2,672620-original_boltz2
56,complex_48w.pdb,-53.2927,-6.79456,-229.036,4.45629,-231.37427,Original Boltz2,672620-original_boltz2
57,complex_70w.pdb,-56.0242,-8.92698,-367.721,4.67709,-371.97089,Original Boltz2,672620-original_boltz2
58,complex_188w.pdb,-55.0588,-20.803,-251.161,4.87284,-267.09116,Original Boltz2,672620-original_boltz2
59,complex_35w.pdb,-39.4587,-21.7932,-165.415,4.23419,-182.97400999999996,Original Boltz2,672620-original_boltz2
60,complex_40w.pdb,-34.4954,-0.672651,-241.644,1.82935,-240.487301,Original Boltz2,672620-original_boltz2
61,complex_105w.pdb,-56.6206,-18.4408,-314.287,6.10584,-326.62196,Original Boltz2,672620-original_boltz2
62,complex_63w.pdb,-52.7654,-14.967,-155.996,3.27276,-167.69024000000002,Original Boltz2,672620-original_boltz2
63,complex_31w.pdb,-44.1778,-11.8561,-52.4593,1.59759,-62.71781,Original Boltz2,672620-original_boltz2
64,complex_29w.pdb,-55.8498,-4.8897,-243.462,3.65683,-244.69486999999998,Original Boltz2,672620-original_boltz2
65,complex_94w.pdb,-72.6574,-12.6251,-423.703,4.88219,-431.44590999999997,Original Boltz2,672620-original_boltz2
66,complex_170w.pdb,-33.91,-15.5008,-231.974,5.09109,-242.38370999999998,Original Boltz2,672620-original_boltz2
67,complex_146w.pdb,-51.5142,-11.8062,-286.928,6.47625,-292.25795,Original Boltz2,672620-original_boltz2
68,complex_179w.pdb,-52.594,-9.71641,-334.53,4.57062,-339.67578999999995,Original Boltz2,672620-original_boltz2
69,complex_100w.pdb,-59.8658,-7.52171,-422.132,4.46132,-425.19239,Original Boltz2,672620-original_boltz2
70,complex_87w.pdb,-58.0645,-14.922,-337.207,5.04389,-347.08511000000004,Original Boltz2,672620-original_boltz2
71,complex_78w.pdb,-49.212,-15.3044,-165.885,2.80426,-178.38513999999998,Original Boltz2,672620-original_boltz2
72,complex_49w.pdb,-56.992,-12.7889,-315.134,4.75509,-323.16781000000003,Original Boltz2,672620-original_boltz2
73,complex_46w.pdb,-42.2559,-12.8265,-23.4453,3.90889,-32.36291,Original Boltz2,672620-original_boltz2
74,complex_69w.pdb,-53.8134,-4.11795,-350.135,4.23329,-350.01966,Original Boltz2,672620-original_boltz2
75,complex_85w.pdb,-55.616,-2.99224,-385.787,2.75173,-386.02750999999995,Original Boltz2,672620-original_boltz2
76,complex_68w.pdb,-63.678,-16.5427,-340.17,4.88753,-351.82517,Original Boltz2,672620-original_boltz2
77,complex_127w.pdb,-54.1027,-15.9759,-312.248,5.54297,-322.68093,Original Boltz2,672620-original_boltz2
78,complex_37w.pdb,-58.467,-12.6767,-282.65,2.92696,-292.39973999999995,Original Boltz2,672620-original_boltz2
79,complex_61w.pdb,-65.4138,-18.9616,-289.477,4.41965,-304.01894999999996,Original Boltz2,672620-original_boltz2
80,complex_8w.pdb,-43.0174,-16.3185,-129.425,3.85458,-141.88892,Original Boltz2,672620-original_boltz2
81,complex_72w.pdb,-36.4094,-9.3778,-280.941,6.43722,-283.88157999999993,Original Boltz2,672620-original_boltz2
82,complex_84w.pdb,-47.7956,-13.8564,-278.605,3.30665,-289.15475000000004,Original Boltz2,672620-original_boltz2
83,complex_112w.pdb,-36.7886,-12.4711,-269.198,6.63533,-275.03376999999995,Original Boltz2,672620-original_boltz2
84,complex_157w.pdb,-44.8949,-15.6447,-281.833,5.15224,-292.32546,Original Boltz2,672620-original_boltz2
85,complex_71w.pdb,-50.0722,-18.1866,-302.538,6.59542,-314.12918,Original Boltz2,672620-original_boltz2
86,complex_41w.pdb,-47.5224,-19.4396,-146.591,4.14728,-161.88332,Original Boltz2,672620-original_boltz2
87,complex_101w.pdb,-54.4551,5.51314,-489.823,3.78881,-480.52104999999995,Original Boltz2,672620-original_boltz2
88,complex_121w.pdb,-64.2228,-15.1606,-367.326,4.70785,-377.77875,Original Boltz2,672620-original_boltz2
89,complex_77w.pdb,-44.3734,-10.3681,-203.883,5.92832,-208.32278,Original Boltz2,672620-original_boltz2
90,complex_104w.pdb,-45.2712,-17.3905,-107.255,1.95676,-122.68874,Original Boltz2,672620-original_boltz2
91,complex_132w.pdb,-55.7166,-16.6922,-348.93,5.69339,-359.92881,Original Boltz2,672620-original_boltz2
92,complex_151w.pdb,-53.3443,-0.793371,-365.696,4.23909,-362.25028100000003,Original Boltz2,672620-original_boltz2
93,complex_51w.pdb,-42.0768,-14.464,-284.576,5.85175,-293.18825000000004,Original Boltz2,672620-original_boltz2
94,complex_64w.pdb,-52.2813,-16.3587,-314.354,4.84407,-325.86863,Original Boltz2,672620-original_boltz2
95,complex_13w.pdb,-39.9511,-14.2772,-220.312,4.00604,-230.58316,Original Boltz2,672620-original_boltz2
96,complex_115w.pdb,-57.5251,-14.6811,-416.514,6.23885,-424.95625,Original Boltz2,672620-original_boltz2
97,complex_34w.pdb,-63.3693,-10.2904,-398.446,4.11387,-404.62253,Original Boltz2,672620-original_boltz2
98,complex_139w.pdb,-41.792,-12.1887,-304.032,6.32018,-309.90052,Original Boltz2,672620-original_boltz2
99,complex_118w.pdb,-40.4856,-19.1815,-192.965,5.02844,-207.11806,Original Boltz2,672620-original_boltz2
100,complex_165w.pdb,-42.9233,-16.1891,-169.185,4.79986,-180.57424,Original Boltz2,672620-original_boltz2
101,complex_125w.pdb,-30.59,-12.1423,-98.1885,3.84798,-106.48282,Original Boltz2,672620-original_boltz2
102,complex_186w.pdb,-38.4962,-7.6564,-403.932,4.86959,-406.71881,Original Boltz2,672620-original_boltz2
103,complex_83w.pdb,-42.7075,-5.88552,-298.928,5.83912,-298.9744,Original Boltz2,672620-original_boltz2
104,complex_109w.pdb,-26.8968,-10.5142,-191.129,6.08271,-195.56049,Original Boltz2,672620-original_boltz2
105,complex_99w.pdb,-54.9873,-13.9887,-273.868,4.9991,-282.8576,Original Boltz2,672620-original_boltz2
106,complex_182w.pdb,-62.1258,-12.7836,-308.203,5.661,-315.32559999999995,Original Boltz2,672620-original_boltz2
107,complex_67w.pdb,-49.2197,-12.3368,-65.4195,2.97995,-74.77635,Original Boltz2,672620-original_boltz2
108,complex_138w.pdb,-56.393,-12.4199,-375.207,5.00752,-382.61938,Original Boltz2,672620-original_boltz2
109,complex_187w.pdb,-35.1483,-8.93529,-285.789,4.87002,-289.85427,Original Boltz2,672620-original_boltz2
110,complex_162w.pdb,-40.6677,-12.8811,-261.661,5.5447,-268.9974,Original Boltz2,672620-original_boltz2
111,complex_143w.pdb,-49.6439,-14.1967,-281.716,6.90993,-289.00277000000006,Original Boltz2,672620-original_boltz2
112,complex_178w.pdb,-38.8931,-12.7513,-200.159,4.36641,-208.54389,Original Boltz2,672620-original_boltz2
113,complex_126w.pdb,-35.9291,-16.814,-151.918,5.78601,-162.94599,Original Boltz2,672620-original_boltz2
114,complex_158w.pdb,-51.6387,-6.18887,-263.704,5.77474,-264.11813,Original Boltz2,672620-original_boltz2
115,complex_91w.pdb,-45.094,-15.8253,-238.319,3.49425,-250.65005,Original Boltz2,672620-original_boltz2
116,complex_88w.pdb,-57.1816,-10.4693,-422.135,4.96807,-427.63622999999995,Original Boltz2,672620-original_boltz2
117,complex_166w.pdb,-53.0405,-11.1247,-233.805,5.92649,-239.00321,Original Boltz2,672620-original_boltz2
118,complex_141w.pdb,-41.0408,-12.3544,-189.113,4.34186,-197.12554,Original Boltz2,672620-original_boltz2
119,complex_159w.pdb,-47.5202,-13.8909,-315.569,5.74441,-323.71549,Original Boltz2,672620-original_boltz2
120,complex_79w.pdb,-54.3724,-16.8704,-346.75,3.18733,-360.43307000000004,Original Boltz2,672620-original_boltz2
121,complex_130w.pdb,-40.5796,-13.1603,-250.386,4.42354,-259.12275999999997,Original Boltz2,672620-original_boltz2
122,complex_161w.pdb,-47.3888,-15.0846,-132.971,4.84933,-143.20627,Original Boltz2,672620-original_boltz2
123,complex_45w.pdb,-41.2674,-12.2096,-282.768,2.54531,-292.43229,Original Boltz2,672620-original_boltz2
124,complex_122w.pdb,-56.4121,-6.2396,-377.387,4.29973,-379.32687,Original Boltz2,672620-original_boltz2
125,complex_131w.pdb,-35.9447,-13.1609,-308.34,6.76027,-314.74063,Original Boltz2,672620-original_boltz2
126,complex_80w.pdb,-49.95,-8.88461,-234.081,3.52113,-239.44448,Original Boltz2,672620-original_boltz2
127,complex_154w.pdb,-49.7184,-10.6237,-227.933,4.15324,-234.40345999999997,Original Boltz2,672620-original_boltz2
128,complex_150w.pdb,-32.4926,-17.3158,-113.476,4.39606,-126.39573999999999,Original Boltz2,672620-original_boltz2
129,complex_190w.pdb,-43.8304,-16.0725,-107.886,5.56008,-118.39842,Original Boltz2,672620-original_boltz2
130,complex_144w.pdb,-44.798,-18.4454,-177.657,4.31263,-191.78977,Original Boltz2,672620-original_boltz2
131,complex_181w.pdb,-28.7796,-7.39161,-176.884,4.07067,-180.20493999999997,Original Boltz2,672620-original_boltz2
132,complex_20w.pdb,-47.6632,-7.94637,-255.724,2.2505,-261.41987,Original Boltz2,672620-original_boltz2
133,complex_177w.pdb,-44.4174,-8.10339,-314.871,5.34693,-317.62746,Original Boltz2,672620-original_boltz2
134,complex_174w.pdb,-39.3218,-14.8757,-118.887,4.73727,-129.02543,Original Boltz2,672620-original_boltz2
135,complex_199w.pdb,-37.8435,-14.6684,-166.11,4.76039,-176.01801,Original Boltz2,672620-original_boltz2
136,complex_145w.pdb,-38.8304,-11.2927,-150.22,2.51561,-158.99709,Original Boltz2,672620-original_boltz2
137,complex_149w.pdb,-35.7955,-20.0115,-219.851,5.79582,-234.06668000000002,Original Boltz2,672620-original_boltz2
138,complex_176w.pdb,-52.2092,-14.7604,-375.979,6.49094,-384.24845999999997,Original Boltz2,672620-original_boltz2
139,complex_152w.pdb,-45.707,-11.0881,-289.235,7.20881,-293.11429,Original Boltz2,672620-original_boltz2
140,complex_102w.pdb,-58.6109,-7.32087,-441.983,3.52601,-445.77786000000003,Original Boltz2,672620-original_boltz2
141,complex_191w.pdb,-41.6579,-12.6408,-104.806,5.29378,-112.15302,Original Boltz2,672620-original_boltz2
142,complex_167w.pdb,-51.6522,-17.0119,-195.999,7.12787,-205.88303,Original Boltz2,672620-original_boltz2
143,complex_119w.pdb,-43.1654,-15.9246,-299.953,5.9641,-309.9135,Original Boltz2,672620-original_boltz2
144,complex_171w.pdb,-49.4854,-7.45696,-373.976,5.48502,-375.94793999999996,Original Boltz2,672620-original_boltz2
145,complex_53w.pdb,-19.0905,-7.01792,-133.853,3.62485,-137.24607,Original Boltz2,672620-original_boltz2
146,complex_81w.pdb,-50.1588,-2.34704,-318.555,1.53067,-319.37137,Original Boltz2,672620-original_boltz2
147,complex_103w.pdb,-62.1735,-8.92576,-258.637,4.8738,-262.68896,Original Boltz2,672620-original_boltz2
148,complex_114w.pdb,-64.711,-10.6216,-469.825,3.88971,-476.55689,Original Boltz2,672620-original_boltz2
