,Structure,HADDOCK_Score,Evdw,Eelec,Edesolv,Total_Energy,Run_Name,Run_ID
588,complex_117w.pdb,-34.5169,-17.7881,-192.79,4.27639,-206.30171,Terminal Fold2,668631-terminal_fold2
589,complex_193w.pdb,-28.4615,-10.3179,-277.93,5.34127,-282.90663,Terminal Fold2,668631-terminal_fold2
590,complex_196w.pdb,-29.9301,-7.64907,-193.989,5.25652,-196.38155,Terminal Fold2,668631-terminal_fold2
591,complex_36w.pdb,-37.4757,-10.5911,-103.489,3.19649,-110.88361,Scrambled Boltz2,669245-scrambled_boltz2
592,complex_3w.pdb,-54.9272,-7.95611,-172.701,5.60967,-175.04744,Scrambled Boltz2,669245-scrambled_boltz2
593,complex_1w.pdb,-25.5934,-5.97225,-32.6391,2.28081,-36.33054,Scrambled Boltz2,669245-scrambled_boltz2
594,complex_158w.pdb,-34.6649,-12.0455,-153.341,4.64991,-160.73659,Scrambled Boltz2,669245-scrambled_boltz2
595,complex_46w.pdb,-40.8724,-5.12837,-171.563,6.10229,-170.58907999999997,Scrambled Boltz2,669245-scrambled_boltz2
596,complex_53w.pdb,-46.9288,-9.97908,-149.637,4.32134,-155.29474000000002,Scrambled Boltz2,669245-scrambled_boltz2
597,complex_5w.pdb,-64.2443,-6.11609,-434.468,4.76453,-435.81956,Scrambled Boltz2,669245-scrambled_boltz2
598,complex_57w.pdb,-48.479,-16.957,-259.402,5.19651,-271.16249,Scrambled Boltz2,669245-scrambled_boltz2
599,complex_81w.pdb,-35.1706,-9.93603,-137.599,4.59145,-142.94357999999997,Scrambled Boltz2,669245-scrambled_boltz2
600,complex_118w.pdb,-23.7588,-9.6132,-108.46,5.09357,-112.97963,Scrambled Boltz2,669245-scrambled_boltz2
601,complex_152w.pdb,-35.0075,-12.705,-87.9406,5.33134,-95.31426,Scrambled Boltz2,669245-scrambled_boltz2
602,complex_99w.pdb,-43.5533,-10.066,-51.8615,4.17985,-57.74765,Scrambled Boltz2,669245-scrambled_boltz2
603,complex_49w.pdb,-46.1504,-11.632,-192.208,4.00528,-199.83472,Scrambled Boltz2,669245-scrambled_boltz2
604,complex_7w.pdb,-49.098,-3.72954,-300.244,4.15305,-299.82049,Scrambled Boltz2,669245-scrambled_boltz2
605,complex_6w.pdb,-51.2239,-13.7389,-344.516,6.05939,-352.19551,Scrambled Boltz2,669245-scrambled_boltz2
606,complex_21w.pdb,-59.0569,-13.3776,-122.592,4.8471,-131.12249999999997,Scrambled Boltz2,669245-scrambled_boltz2
607,complex_18w.pdb,-59.4221,-9.97913,-221.705,3.92989,-227.75424,Scrambled Boltz2,669245-scrambled_boltz2
608,complex_141w.pdb,-32.3415,-10.4368,-80.5338,5.1757,-85.7949,Scrambled Boltz2,669245-scrambled_boltz2
609,complex_50w.pdb,-51.8397,-11.237,-188.782,4.40203,-195.61697,Scrambled Boltz2,669245-scrambled_boltz2
610,complex_127w.pdb,-23.7176,-10.9624,-72.9315,5.53887,-78.35503,Scrambled Boltz2,669245-scrambled_boltz2
611,complex_54w.pdb,-53.2573,-7.72799,-182.443,6.01664,-184.15435000000002,Scrambled Boltz2,669245-scrambled_boltz2
612,complex_4w.pdb,-48.6787,-3.77005,-217.267,3.34719,-217.68985999999998,Scrambled Boltz2,669245-scrambled_boltz2
613,complex_62w.pdb,-60.1114,-7.58334,-308.605,6.79221,-309.39613,Scrambled Boltz2,669245-scrambled_boltz2
614,complex_144w.pdb,-29.1518,-11.8542,-107.811,3.80882,-115.85638000000002,Scrambled Boltz2,669245-scrambled_boltz2
615,complex_14w.pdb,-38.7887,-12.472,-188.405,3.84811,-197.02889000000002,Scrambled Boltz2,669245-scrambled_boltz2
616,complex_131w.pdb,-44.8501,-5.01666,-294.561,4.7238,-294.85386,Scrambled Boltz2,669245-scrambled_boltz2
617,complex_16w.pdb,-35.3489,-14.3564,-214.528,4.71027,-224.17413,Scrambled Boltz2,669245-scrambled_boltz2
618,complex_30w.pdb,-37.7002,-11.5375,-94.1661,4.45738,-101.24622,Scrambled Boltz2,669245-scrambled_boltz2
619,complex_33w.pdb,-49.0404,-7.38051,-169.867,3.60981,-173.63769999999997,Scrambled Boltz2,669245-scrambled_boltz2
620,complex_28w.pdb,-48.945,-8.04713,-260.46,4.43349,-264.07363999999995,Scrambled Boltz2,669245-scrambled_boltz2
621,complex_10w.pdb,-54.5411,-10.579,-232.609,4.09772,-239.09028,Scrambled Boltz2,669245-scrambled_boltz2
622,complex_13w.pdb,-50.1446,-10.1902,-157.573,4.0998,-163.66340000000002,Scrambled Boltz2,669245-scrambled_boltz2
623,complex_98w.pdb,-41.1633,-13.7298,-220.807,6.38648,-228.15032,Scrambled Boltz2,669245-scrambled_boltz2
624,complex_37w.pdb,-47.0106,-7.90539,-296.947,6.13718,-298.71521,Scrambled Boltz2,669245-scrambled_boltz2
625,complex_35w.pdb,-41.7176,-3.98418,-278.421,5.7302,-276.67497999999995,Scrambled Boltz2,669245-scrambled_boltz2
626,complex_82w.pdb,-47.3802,-7.58789,-269.761,5.50817,-271.84072000000003,Scrambled Boltz2,669245-scrambled_boltz2
627,complex_56w.pdb,-64.1594,-4.80287,-207.945,3.78873,-208.95914000000002,Scrambled Boltz2,669245-scrambled_boltz2
628,complex_12w.pdb,-41.7525,-5.57515,-199.971,1.2864,-204.25975000000003,Scrambled Boltz2,669245-scrambled_boltz2
629,complex_24w.pdb,-52.1123,-10.5809,-79.4491,3.2507,-86.7793,Scrambled Boltz2,669245-scrambled_boltz2
630,complex_38w.pdb,-51.1836,-6.95729,-223.753,5.06627,-225.64401999999998,Scrambled Boltz2,669245-scrambled_boltz2
631,complex_68w.pdb,-53.8264,-9.22104,-137.358,5.68565,-140.89338999999998,Scrambled Boltz2,669245-scrambled_boltz2
632,complex_60w.pdb,-70.9793,-11.0131,-370.64,6.37835,-375.27475,Scrambled Boltz2,669245-scrambled_boltz2
633,complex_43w.pdb,-61.1102,-9.62512,-271.83,3.6941,-277.76102,Scrambled Boltz2,669245-scrambled_boltz2
634,complex_11w.pdb,-52.7268,-10.2621,-277.075,4.59369,-282.74341,Scrambled Boltz2,669245-scrambled_boltz2
635,complex_34w.pdb,-55.8484,-9.98494,-232.467,4.42437,-238.02757,Scrambled Boltz2,669245-scrambled_boltz2
636,complex_9w.pdb,-47.1549,-11.5708,-256.917,3.94184,-264.54596,Scrambled Boltz2,669245-scrambled_boltz2
637,complex_31w.pdb,-47.3593,-7.6242,-312.62,4.48486,-315.75933999999995,Scrambled Boltz2,669245-scrambled_boltz2
638,complex_142w.pdb,-42.4461,-12.1202,-188.268,4.51348,-195.87472000000002,Scrambled Boltz2,669245-scrambled_boltz2
639,complex_51w.pdb,-38.1803,2.40571,-255.776,3.12153,-250.24876,Scrambled Boltz2,669245-scrambled_boltz2
640,complex_19w.pdb,-43.4363,1.65055,-298.78,4.01479,-293.11465999999996,Scrambled Boltz2,669245-scrambled_boltz2
641,complex_117w.pdb,-46.5512,-7.65038,-189.149,5.81079,-190.98859000000002,Scrambled Boltz2,669245-scrambled_boltz2
642,complex_134w.pdb,-36.7226,-16.0905,-229.862,6.30489,-239.64761,Scrambled Boltz2,669245-scrambled_boltz2
643,complex_69w.pdb,-28.3336,-10.7402,-35.1015,3.2502,-42.5915,Scrambled Boltz2,669245-scrambled_boltz2
644,complex_85w.pdb,-49.653,-12.6178,-276.087,6.12369,-282.58110999999997,Scrambled Boltz2,669245-scrambled_boltz2
645,complex_167w.pdb,-51.3377,-14.9415,-267.203,5.66921,-276.47529,Scrambled Boltz2,669245-scrambled_boltz2
646,complex_59w.pdb,-54.2382,-10.3799,-197.73,4.05399,-204.05590999999998,Scrambled Boltz2,669245-scrambled_boltz2
647,complex_86w.pdb,-46.763,-9.70886,-245.613,6.59296,-248.72889999999998,Scrambled Boltz2,669245-scrambled_boltz2
648,complex_84w.pdb,-38.3692,-14.5902,-272.343,6.23368,-280.69952,Scrambled Boltz2,669245-scrambled_boltz2
649,complex_136w.pdb,-47.6263,-11.1888,-158.825,4.8357,-165.1781,Scrambled Boltz2,669245-scrambled_boltz2
650,complex_39w.pdb,-49.0049,-11.8936,-74.551,1.0147,-85.4299,Scrambled Boltz2,669245-scrambled_boltz2
651,complex_23w.pdb,-45.3478,-6.57754,-87.802,3.56902,-90.81052000000001,Scrambled Boltz2,669245-scrambled_boltz2
652,complex_91w.pdb,-55.1216,-12.2413,-160.221,5.02303,-167.43927,Scrambled Boltz2,669245-scrambled_boltz2
653,complex_75w.pdb,-49.6561,-14.2928,-252.444,6.24154,-260.49526000000003,Scrambled Boltz2,669245-scrambled_boltz2
654,complex_15w.pdb,-45.6347,-17.7661,-164.615,1.86543,-180.51567,Scrambled Boltz2,669245-scrambled_boltz2
655,complex_170w.pdb,-51.155,-3.216,-316.315,6.45951,-313.07149,Scrambled Boltz2,669245-scrambled_boltz2
656,complex_64w.pdb,-34.2605,-9.60739,-215.87,3.43348,-222.04391,Scrambled Boltz2,669245-scrambled_boltz2
657,complex_150w.pdb,-32.3026,-2.7232,-264.081,4.50259,-262.30161000000004,Scrambled Boltz2,669245-scrambled_boltz2
658,complex_48w.pdb,-45.1429,-12.8924,-230.071,4.27662,-238.68678,Scrambled Boltz2,669245-scrambled_boltz2
659,complex_122w.pdb,-41.3944,-14.4032,-264.612,5.58009,-273.43511000000007,Scrambled Boltz2,669245-scrambled_boltz2
660,complex_80w.pdb,-48.1179,-9.23183,-154.256,4.40051,-159.08732,Scrambled Boltz2,669245-scrambled_boltz2
661,complex_109w.pdb,-40.8412,-13.3836,-173.362,6.12448,-180.62112,Scrambled Boltz2,669245-scrambled_boltz2
662,complex_79w.pdb,-39.009,-10.3134,-121.62,4.1008,-127.83260000000001,Scrambled Boltz2,669245-scrambled_boltz2
663,complex_2w.pdb,-38.3982,-6.46602,-280.489,4.42687,-282.52815,Scrambled Boltz2,669245-scrambled_boltz2
664,complex_8w.pdb,-51.0234,-18.6693,-202.748,4.78347,-216.63383,Scrambled Boltz2,669245-scrambled_boltz2
665,complex_128w.pdb,-39.1533,-12.1839,-246.263,6.22731,-252.21959000000004,Scrambled Boltz2,669245-scrambled_boltz2
666,complex_194w.pdb,-49.3168,-9.86071,-139.785,6.03737,-143.60834,Scrambled Boltz2,669245-scrambled_boltz2
667,complex_105w.pdb,-36.5929,-10.242,-145.994,6.26688,-149.96912,Scrambled Boltz2,669245-scrambled_boltz2
668,complex_88w.pdb,-45.3312,-14.1678,-167.297,6.38066,-175.08414,Scrambled Boltz2,669245-scrambled_boltz2
669,complex_135w.pdb,-42.1289,-16.5303,-243.545,6.32902,-253.74627999999996,Scrambled Boltz2,669245-scrambled_boltz2
670,complex_101w.pdb,-56.4347,-9.96191,-188.611,3.44764,-195.12526999999997,Scrambled Boltz2,669245-scrambled_boltz2
671,complex_78w.pdb,-31.74,-15.7844,-224.651,6.528,-233.90740000000002,Scrambled Boltz2,669245-scrambled_boltz2
672,complex_17w.pdb,-48.7785,-9.3112,-290.676,2.65758,-297.32962,Scrambled Boltz2,669245-scrambled_boltz2
673,complex_55w.pdb,-42.6328,-11.469,-96.394,2.23427,-105.62873,Scrambled Boltz2,669245-scrambled_boltz2
674,complex_41w.pdb,-54.1992,-10.6883,-288.611,4.10917,-295.19013,Scrambled Boltz2,669245-scrambled_boltz2
675,complex_40w.pdb,-27.9887,-13.5718,-191.327,5.50068,-199.39812,Scrambled Boltz2,669245-scrambled_boltz2
676,complex_159w.pdb,-33.0396,-10.4557,-135.117,5.05416,-140.51854,Scrambled Boltz2,669245-scrambled_boltz2
677,complex_119w.pdb,-41.8345,-20.6841,-162.479,3.89374,-179.26936,Scrambled Boltz2,669245-scrambled_boltz2
678,complex_145w.pdb,-38.1906,-14.3674,-221.025,3.3653,-232.02710000000002,Scrambled Boltz2,669245-scrambled_boltz2
679,complex_94w.pdb,-36.802,-14.0696,-109.893,4.67646,-119.28613999999999,Scrambled Boltz2,669245-scrambled_boltz2
680,complex_67w.pdb,-49.5896,-18.1818,-197.385,4.94002,-210.62678,Scrambled Boltz2,669245-scrambled_boltz2
681,complex_74w.pdb,-43.9286,-5.37921,-300.482,4.37724,-301.48397000000006,Scrambled Boltz2,669245-scrambled_boltz2
682,complex_92w.pdb,-40.5916,-5.68617,-418.051,6.60776,-417.12941,Scrambled Boltz2,669245-scrambled_boltz2
683,complex_52w.pdb,-46.0168,-11.1772,-262.651,4.37671,-269.45149000000004,Scrambled Boltz2,669245-scrambled_boltz2
684,complex_76w.pdb,-54.3129,-7.77719,-331.296,4.80906,-334.26413,Scrambled Boltz2,669245-scrambled_boltz2
685,complex_83w.pdb,-58.9418,-3.1843,-304.584,4.715,-303.05330000000004,Scrambled Boltz2,669245-scrambled_boltz2
686,complex_191w.pdb,-35.3106,-6.46021,-180.471,5.41798,-181.51323,Scrambled Boltz2,669245-scrambled_boltz2
687,complex_163w.pdb,-37.2898,-16.1909,-159.788,4.70091,-171.27799000000002,Scrambled Boltz2,669245-scrambled_boltz2
688,complex_120w.pdb,-41.2317,-10.5175,-213.06,3.59566,-219.98184,Scrambled Boltz2,669245-scrambled_boltz2
689,complex_96w.pdb,-42.5477,-13.5535,-228.488,4.81861,-237.22288999999998,Scrambled Boltz2,669245-scrambled_boltz2
690,complex_61w.pdb,-34.6493,-13.5998,-103.064,1.39965,-115.26415,Scrambled Boltz2,669245-scrambled_boltz2
691,complex_106w.pdb,-58.9521,-16.7327,-234.38,4.00973,-247.10297,Scrambled Boltz2,669245-scrambled_boltz2
692,complex_116w.pdb,-43.9043,-8.52533,-222.44,5.31062,-225.65471,Scrambled Boltz2,669245-scrambled_boltz2
693,complex_143w.pdb,-47.8919,-12.4199,-210.94,6.80286,-216.55704,Scrambled Boltz2,669245-scrambled_boltz2
694,complex_156w.pdb,-42.8248,-13.8397,-251.921,7.03649,-258.72420999999997,Scrambled Boltz2,669245-scrambled_boltz2
695,complex_44w.pdb,-37.6275,-11.9533,-97.6347,3.18367,-106.40432999999999,Scrambled Boltz2,669245-scrambled_boltz2
696,complex_140w.pdb,-45.1437,-10.4807,-230.142,5.53954,-235.08316000000002,Scrambled Boltz2,669245-scrambled_boltz2
697,complex_89w.pdb,-71.7971,-9.24311,-281.246,5.6954,-284.79371,Scrambled Boltz2,669245-scrambled_boltz2
698,complex_110w.pdb,-57.2913,-9.16573,-223.297,4.60697,-227.85576,Scrambled Boltz2,669245-scrambled_boltz2
699,complex_138w.pdb,-51.0042,-17.4933,-132.714,3.22649,-146.98081,Scrambled Boltz2,669245-scrambled_boltz2
700,complex_186w.pdb,-43.7871,-8.51306,-151.348,3.90926,-155.95180000000002,Scrambled Boltz2,669245-scrambled_boltz2
701,complex_107w.pdb,-62.878,-11.0229,-309.306,5.63264,-314.69626,Scrambled Boltz2,669245-scrambled_boltz2
702,complex_77w.pdb,-41.006,-12.1911,-122.554,3.90472,-130.84038,Scrambled Boltz2,669245-scrambled_boltz2
703,complex_168w.pdb,-43.0119,-9.33337,-197.158,6.84854,-199.64283,Scrambled Boltz2,669245-scrambled_boltz2
704,complex_20w.pdb,-42.7673,-16.2036,-204.119,5.16229,-215.16030999999998,Scrambled Boltz2,669245-scrambled_boltz2
705,complex_161w.pdb,-44.3478,-14.4766,-307.96,4.03258,-318.40402,Scrambled Boltz2,669245-scrambled_boltz2
706,complex_58w.pdb,-52.6474,-14.52,-237.883,6.13631,-246.26669,Scrambled Boltz2,669245-scrambled_boltz2
707,complex_32w.pdb,-45.4995,-10.0288,-101.5,3.6506,-107.8782,Scrambled Boltz2,669245-scrambled_boltz2
708,complex_129w.pdb,-52.1322,-10.5452,-309.699,2.94988,-317.29432,Scrambled Boltz2,669245-scrambled_boltz2
709,complex_172w.pdb,-34.9975,-15.8539,-251.678,6.33492,-261.19698,Scrambled Boltz2,669245-scrambled_boltz2
710,complex_164w.pdb,-28.9195,-13.1372,-129.066,4.70646,-137.49674000000002,Scrambled Boltz2,669245-scrambled_boltz2
711,complex_177w.pdb,-42.0601,-16.2404,-172.609,4.44797,-184.40143,Scrambled Boltz2,669245-scrambled_boltz2
712,complex_162w.pdb,-51.1625,-8.42218,-185.684,6.40025,-187.70593,Scrambled Boltz2,669245-scrambled_boltz2
713,complex_27w.pdb,-39.827,-18.658,-145.737,3.45731,-160.93768999999998,Scrambled Boltz2,669245-scrambled_boltz2
714,complex_71w.pdb,-59.6625,-15.7999,-40.432,2.17398,-54.05792,Scrambled Boltz2,669245-scrambled_boltz2
715,complex_73w.pdb,-52.7469,-13.9682,-238.777,3.31604,-249.42916,Scrambled Boltz2,669245-scrambled_boltz2
716,complex_100w.pdb,-54.4293,-3.55754,-290.082,4.87765,-288.76189,Scrambled Boltz2,669245-scrambled_boltz2
717,complex_45w.pdb,-36.2842,-20.339,-255.925,4.16237,-272.10163,Scrambled Boltz2,669245-scrambled_boltz2
718,complex_193w.pdb,-27.5307,-13.8681,-101.679,4.27052,-111.27658,Scrambled Boltz2,669245-scrambled_boltz2
719,complex_93w.pdb,-53.7507,-10.0661,-272.413,4.09406,-278.38504,Scrambled Boltz2,669245-scrambled_boltz2
720,complex_103w.pdb,-49.4594,-11.0091,-365.06,3.58777,-372.48133,Scrambled Boltz2,669245-scrambled_boltz2
721,complex_66w.pdb,-42.2078,-15.8929,-198.376,5.55347,-208.71543,Scrambled Boltz2,669245-scrambled_boltz2
722,complex_187w.pdb,-55.5439,-13.8996,-219.013,6.04956,-226.86304,Scrambled Boltz2,669245-scrambled_boltz2
723,complex_179w.pdb,-25.2979,-11.7724,-82.7758,1.25544,-93.29276000000002,Scrambled Boltz2,669245-scrambled_boltz2
724,complex_190w.pdb,-34.2564,-18.5892,-209.024,5.0261,-222.58710000000002,Scrambled Boltz2,669245-scrambled_boltz2
725,complex_130w.pdb,-51.145,-6.94742,-292.338,5.02247,-294.26295000000005,Scrambled Boltz2,669245-scrambled_boltz2
726,complex_173w.pdb,-52.18,-6.7908,-300.678,4.34261,-303.12619,Scrambled Boltz2,669245-scrambled_boltz2
727,complex_42w.pdb,-39.868,-15.7874,-326.339,5.41369,-336.71271,Scrambled Boltz2,669245-scrambled_boltz2
728,complex_95w.pdb,-38.7829,-17.9811,-162.742,4.49783,-176.22527,Scrambled Boltz2,669245-scrambled_boltz2
729,complex_47w.pdb,-51.4651,-23.2561,-220.311,5.05998,-238.50712000000001,Scrambled Boltz2,669245-scrambled_boltz2
730,complex_146w.pdb,-42.0561,-7.3668,-193.4,4.75602,-196.01078,Scrambled Boltz2,669245-scrambled_boltz2
731,complex_155w.pdb,-37.5317,-14.3383,-213.781,4.65062,-223.46868,Scrambled Boltz2,669245-scrambled_boltz2
732,complex_175w.pdb,-50.2304,-8.60311,-290.569,3.51216,-295.65995000000004,Scrambled Boltz2,669245-scrambled_boltz2
733,complex_180w.pdb,-32.7828,-12.6463,-227.472,6.04492,-234.07338000000001,Scrambled Boltz2,669245-scrambled_boltz2
734,complex_148w.pdb,-39.9322,-5.29303,-277.892,4.74448,-278.44055,Scrambled Boltz2,669245-scrambled_boltz2
735,complex_108w.pdb,-45.012,-16.7022,-182.747,4.55055,-194.89865000000003,Scrambled Boltz2,669245-scrambled_boltz2
736,complex_154w.pdb,-43.0186,-12.0209,-293.35,4.80303,-300.56787,Scrambled Boltz2,669245-scrambled_boltz2
737,complex_171w.pdb,-46.7156,-7.9807,-75.2433,2.95248,-80.27152000000001,Scrambled Boltz2,669245-scrambled_boltz2
738,complex_151w.pdb,-37.4144,-12.2491,-207.808,5.40085,-214.65625,Scrambled Boltz2,669245-scrambled_boltz2
739,complex_198w.pdb,-39.6853,-10.7281,-296.753,3.88849,-303.59261,Scrambled Boltz2,669245-scrambled_boltz2
740,complex_63w.pdb,-56.0545,-3.21103,-279.372,3.12739,-279.45564,Scrambled Boltz2,669245-scrambled_boltz2
741,complex_115w.pdb,-37.9229,-14.6368,-228.45,3.36408,-239.72271999999998,Scrambled Boltz2,669245-scrambled_boltz2
742,complex_112w.pdb,-54.0376,-12.8139,-229.705,4.56477,-237.95413,Scrambled Boltz2,669245-scrambled_boltz2
743,complex_123w.pdb,-39.4637,-14.1224,-148.678,4.24898,-158.55142,Scrambled Boltz2,669245-scrambled_boltz2
744,complex_157w.pdb,-43.9333,-6.88504,-297.748,4.84182,-299.79122,Scrambled Boltz2,669245-scrambled_boltz2
745,complex_26w.pdb,-46.9655,-10.48,-305.842,4.39298,-311.92902,Scrambled Boltz2,669245-scrambled_boltz2
746,complex_90w.pdb,-47.6894,-12.8035,-316.05,3.97818,-324.87532,Scrambled Boltz2,669245-scrambled_boltz2
747,complex_25w.pdb,-45.9442,-5.33174,-331.18,4.30689,-332.20485,Scrambled Boltz2,669245-scrambled_boltz2
748,complex_165w.pdb,-42.6011,-13.4024,-172.123,2.44794,-183.07746,Scrambled Boltz2,669245-scrambled_boltz2
749,complex_97w.pdb,-44.2758,-18.2604,-255.21,5.21568,-268.25471999999996,Scrambled Boltz2,669245-scrambled_boltz2
750,complex_113w.pdb,-43.9752,-11.1338,-323.24,4.22593,-330.14787,Scrambled Boltz2,669245-scrambled_boltz2
751,complex_189w.pdb,-39.1293,-12.9862,-181.624,3.00299,-191.60720999999998,Scrambled Boltz2,669245-scrambled_boltz2
752,complex_147w.pdb,-50.7813,-14.2227,-236.178,5.58015,-244.82055,Scrambled Boltz2,669245-scrambled_boltz2
753,complex_195w.pdb,-31.1704,-12.7372,-182.96,4.41271,-191.28449,Scrambled Boltz2,669245-scrambled_boltz2
754,complex_132w.pdb,-49.8992,-12.1648,-210.614,5.21578,-217.56302,Scrambled Boltz2,669245-scrambled_boltz2
755,complex_181w.pdb,-33.7982,-12.1598,-270.799,3.83969,-279.11911,Scrambled Boltz2,669245-scrambled_boltz2
756,complex_178w.pdb,-33.652,-16.6383,-175.775,5.66745,-186.74585,Scrambled Boltz2,669245-scrambled_boltz2
757,complex_65w.pdb,-51.8137,-8.96012,-324.63,4.67267,-328.91745000000003,Scrambled Boltz2,669245-scrambled_boltz2
758,complex_87w.pdb,-36.9744,-10.549,-272.199,3.84825,-278.89975,Scrambled Boltz2,669245-scrambled_boltz2
759,complex_22w.pdb,-28.4951,-0.811098,-296.73,3.02986,-294.51123800000005,Scrambled Boltz2,669245-scrambled_boltz2
760,complex_149w.pdb,-49.078,-13.7986,-298.468,4.35217,-307.91443000000004,Scrambled Boltz2,669245-scrambled_boltz2
761,complex_200w.pdb,-41.5895,-3.44294,-298.739,5.68951,-296.49243,Scrambled Boltz2,669245-scrambled_boltz2
762,complex_111w.pdb,-38.3305,-15.7041,-131.552,3.31045,-143.94565,Scrambled Boltz2,669245-scrambled_boltz2
763,complex_102w.pdb,-38.2781,-9.43179,-91.8007,3.24495,-97.98754000000001,Scrambled Boltz2,669245-scrambled_boltz2
764,complex_139w.pdb,-51.5617,-6.70877,-270.445,4.3289,-272.82487000000003,Scrambled Boltz2,669245-scrambled_boltz2
765,complex_192w.pdb,-25.6446,-12.1847,-164.87,3.43789,-173.61681,Scrambled Boltz2,669245-scrambled_boltz2
766,complex_197w.pdb,-36.0619,-13.9038,-286.735,4.75733,-295.88147,Scrambled Boltz2,669245-scrambled_boltz2
767,complex_169w.pdb,-42.8844,-13.4413,-276.058,4.46723,-285.03207000000003,Scrambled Boltz2,669245-scrambled_boltz2
768,complex_114w.pdb,-21.5974,-11.6434,-146.048,4.63656,-153.05483999999998,Scrambled Boltz2,669245-scrambled_boltz2
769,complex_29w.pdb,-39.609,-8.79699,-330.916,4.11362,-335.59936999999996,Scrambled Boltz2,669245-scrambled_boltz2
770,complex_184w.pdb,-42.707,-8.49316,-242.63,4.14504,-246.97812,Scrambled Boltz2,669245-scrambled_boltz2
771,complex_196w.pdb,-39.2796,-10.3638,-156.791,5.59976,-161.55504,Scrambled Boltz2,669245-scrambled_boltz2
772,complex_182w.pdb,-25.3198,-12.7451,-137.343,5.04233,-145.04577,Scrambled Boltz2,669245-scrambled_boltz2
773,complex_125w.pdb,-42.4036,-10.6792,-277.541,3.56934,-284.65085999999997,Scrambled Boltz2,669245-scrambled_boltz2
774,complex_174w.pdb,-27.2534,-12.0734,-122.056,3.13268,-130.99672,Scrambled Boltz2,669245-scrambled_boltz2
775,complex_104w.pdb,-44.6919,-13.0178,-231.97,5.41619,-239.57161,Scrambled Boltz2,669245-scrambled_boltz2
776,complex_72w.pdb,-26.1631,-15.3645,-69.6208,2.85513,-82.13016999999999,Scrambled Boltz2,669245-scrambled_boltz2
777,complex_121w.pdb,-45.4329,-9.39505,-217.877,5.21822,-222.05383,Scrambled Boltz2,669245-scrambled_boltz2
778,complex_70w.pdb,-36.2513,-8.63034,-254.047,3.06584,-259.61150000000004,Scrambled Boltz2,669245-scrambled_boltz2
779,complex_188w.pdb,-43.3356,-9.32116,-309.785,4.30865,-314.79751000000005,Scrambled Boltz2,669245-scrambled_boltz2
780,complex_133w.pdb,-40.1479,-15.5123,-263.72,4.79919,-274.43311,Scrambled Boltz2,669245-scrambled_boltz2
781,complex_137w.pdb,-38.8318,-14.3791,-282.682,3.95913,-293.10197,Scrambled Boltz2,669245-scrambled_boltz2
782,complex_153w.pdb,-34.2758,-12.6033,-244.668,5.19079,-252.08051,Scrambled Boltz2,669245-scrambled_boltz2
783,complex_166w.pdb,-41.4112,-14.1667,-242.96,6.18276,-250.94394000000003,Scrambled Boltz2,669245-scrambled_boltz2
784,complex_199w.pdb,-37.0527,-16.5772,-187.464,4.22154,-199.81966,Scrambled Boltz2,669245-scrambled_boltz2
785,complex_176w.pdb,-42.4629,-9.28664,-301.564,3.79767,-307.05297,Scrambled Boltz2,669245-scrambled_boltz2
786,complex_185w.pdb,-38.5889,-13.4458,-293.135,3.46733,-303.11347,Scrambled Boltz2,669245-scrambled_boltz2
787,complex_124w.pdb,-52.2315,-20.4691,-157.651,3.99964,-174.12046,Scrambled Boltz2,669245-scrambled_boltz2
788,complex_183w.pdb,-28.1431,3.80391,-266.875,1.91616,-261.15493000000004,Scrambled Boltz2,669245-scrambled_boltz2
789,complex_126w.pdb,-38.4738,-1.76091,-344.906,4.8225,-341.84441000000004,Scrambled Boltz2,669245-scrambled_boltz2
790,complex_160w.pdb,-46.3342,-19.9599,-295.086,3.98575,-311.06015,Scrambled Boltz2,669245-scrambled_boltz2
